"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","AIREMISSION","CO2","MLN_TONNE","A","1963",3085.190502,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1964",3196.05081,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1965",3358.654879,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1966",3547.095488,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1967",3684.656198,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1968",3898.241195,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1969",4038.171997,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1970",4231.974784,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1971",4289.035482,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1972",4527.984118,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1973",4691.090844,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1974",4539.98189,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1975",4355.839181,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1976",4616.828588,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1977",4781.620648,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1978",4771.142682,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1979",4800.31029,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1980",4595.789109,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1981",4533.920776,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1982",4321.08252,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1983",4294.487954,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1984",4485.577869,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1985",4514.313221,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1986",4478.048562,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1987",4633.016119,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1988",4842.013205,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1989",4904.547626,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1990",4803.082718,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1991",4765.774187,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1992",4837.748576,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1993",4952.760239,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1994",5024.11963,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1995",5073.896072,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1996",5230.535479,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1997",5495.04443,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1998",5545.442058,
"USA","AIREMISSION","CO2","MLN_TONNE","A","1999",5563.874592,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2000",5729.87461,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2001",5702.169429,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2002",5545.478336,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2003",5610.749689,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2004",5688.77761,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2005",5703.220175,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2006",5602.449666,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2007",5686.716019,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2008",5512.512876,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2009",5120.690227,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2010",5352.120423,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2011",5128.17802,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2012",4903.010212,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2013",5038.523665,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2014",5046.56463,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2015",4928.610664,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2016",4838.476243,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2017",4761.301727,
"USA","AIREMISSION","CO2","MLN_TONNE","A","2018",4895.618853,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1971",3625.318567,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1972",3726.097004,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1973",3929.833365,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1974",3842.776689,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1975",3733.132336,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1976",3968.04471,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1977",3960.740376,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1978",4073.116249,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1979",4223.991243,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1980",4101.319358,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1981",3919.739507,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1982",3826.988583,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1983",3792.193014,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1984",3817.281212,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1985",3886.593779,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1986",3920.418764,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1987",3966.578538,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1988",3935.398512,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1989",3941.949132,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1990",3956.900738,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1991",3985.719795,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1992",3881.389982,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1993",3821.307615,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1994",3799.989596,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1995",3848.523657,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1996",3983.915098,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1997",3909.531757,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1998",3920.104778,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","1999",3879.960946,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2000",3909.940564,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2001",3957.790085,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2002",3947.484495,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2003",4053.042243,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2004",4064.432016,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2005",4050.718786,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2006",4077.770874,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2007",4043.849838,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2008",3961.539977,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2009",3700.334683,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2010",3815.776111,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2011",3682.080342,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2012",3669.105463,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2013",3587.926094,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2014",3420.323265,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2015",3473.966175,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2016",3484.255559,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2017",3524.291065,
"OEU","AIREMISSION","CO2","MLN_TONNE","A","2018",3431.327613,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1971",3.86277,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1972",4.446404,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1973",3.923777,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1974",4.11133,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1975",4.338334,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1976",4.677358,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1977",4.958544,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1978",5.619529,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1979",6.694873,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1980",6.811556,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1981",5.843743,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1982",6.10404,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1983",6.659463,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1984",7.213175,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1985",6.929926,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1986",6.951616,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1987",7.232079,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1988",7.160662,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1989",6.839342,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1990",5.67294,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1991",3.811206,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1992",2.137383,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1993",1.976262,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1994",2.033466,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1995",1.848549,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1996",1.863265,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1997",1.427657,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1998",1.759716,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","1999",2.921647,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2000",3.083446,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2001",3.224186,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2002",3.750324,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2003",3.822396,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2004",4.00711,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2005",3.825184,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2006",3.792392,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2007",3.775922,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2008",3.708694,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2009",3.76623,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2010",3.930295,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2011",4.141866,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2012",3.484832,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2013",3.646202,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2014",4.123018,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2015",3.824801,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2016",3.674183,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2017",4.342011,
"ALB","AIREMISSION","CO2","MLN_TONNE","A","2018",,"L"
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1971",8.595347,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1972",9.643154,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1973",10.996327,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1974",11.943385,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1975",13.552694,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1976",15.94481,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1977",17.722054,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1978",21.523505,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1979",26.979872,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1980",27.736565,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1981",32.119228,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1982",38.234969,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1983",41.829319,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1984",40.808137,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1985",42.073253,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1986",47.293708,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1987",47.134176,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1988",49.544459,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1989",49.546802,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1990",51.174701,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1991",54.725081,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1992",54.956878,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1993",56.69965,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1994",54.611561,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1995",55.336862,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1996",54.892603,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1997",55.994961,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1998",57.524501,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","1999",60.924707,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2000",61.50756,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2001",63.016764,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2002",68.148429,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2003",71.983745,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2004",73.37692,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2005",77.47413,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2006",80.759469,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2007",84.879694,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2008",88.128544,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2009",94.441442,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2010",95.535489,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2011",102.789651,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2012",112.186153,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2013",115.656875,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2014",123.204974,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2015",130.426655,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2016",127.640064,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2017",130.493653,
"DZA","AIREMISSION","CO2","MLN_TONNE","A","2018",,"L"
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1971",82.518856,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1972",83.568664,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1973",87.346547,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1974",87.346588,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1975",85.231756,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1976",89.361549,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1977",93.036328,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1978",92.362447,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1979",97.480778,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1980",95.203787,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1981",94.001298,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1982",92.515262,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1983",94.753961,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1984",93.1963,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1985",87.77928,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1986",96.475915,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1987",101.167132,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1988",106.605597,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1989",104.722302,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1990",99.416875,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1991",104.799444,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1992",106.607837,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1993",107.358171,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1994",114.935365,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1995",117.327938,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1996",124.859923,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1997",130.833382,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1998",135.397736,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","1999",139.33635,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2000",139.355594,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2001",128.858889,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2002",121.644881,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2003",130.844095,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2004",146.57504,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2005",149.47604,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2006",158.756607,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2007",165.612783,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2008",176.704997,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2009",168.915982,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2010",173.768538,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2011",181.236086,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2012",185.782647,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2013",181.004269,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2014",184.764378,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2015",190.384899,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2016",190.51204,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2017",183.375203,
"ARG","AIREMISSION","CO2","MLN_TONNE","A","2018",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1971",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1972",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1973",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1974",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1975",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1976",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1977",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1978",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1979",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1980",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1981",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1982",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1983",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1984",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1985",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1986",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1987",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1988",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1989",,"L"
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1990",19.845219,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1991",20.68956,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1992",10.656529,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1993",4.918989,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1994",2.675926,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1995",3.368027,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1996",2.403509,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1997",3.15662,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1998",3.283226,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","1999",2.931684,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2000",3.422249,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2001",3.458504,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2002",2.907291,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2003",3.275246,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2004",3.465509,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2005",4.129845,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2006",4.151024,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2007",4.797638,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2008",5.27332,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2009",4.269475,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2010",4.048253,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2011",4.672815,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2012",5.438573,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2013",5.243728,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2014",5.220168,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2015",4.70213,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2016",4.833071,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2017",5.165593,
"ARM","AIREMISSION","CO2","MLN_TONNE","A","2018",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1971",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1972",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1973",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1974",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1975",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1976",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1977",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1978",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1979",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1980",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1981",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1982",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1983",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1984",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1985",,"L"
"AZE","AIREMISSION","CO2","MLN_TONNE","A","1986",,"L"
